"id","gender","overall6","address2","lcpoints","lcmaths","mathlev1","lcphysic","havephy","lcchem","havechem","lcappmth","haveappm","lcenr","haveenr","lcpch","havepch","lctdr","havetdr","caochc2","core1","core2","core3","award"
202,1,1,2,265,45,2,65,1,40,1,50,1,NA,0,NA,0,65,1,2,"maths","mech","engsci",1
203,1,1,2,350,50,2,45,1,NA,0,NA,0,90,1,NA,0,NA,0,1,"maths","mech","engsci",1
204,1,1,1,355,50,2,35,1,NA,0,NA,0,90,1,NA,0,NA,0,1,"maths","mech","engsci",1
205,1,1,3,420,50,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
206,1,1,1,325,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
207,0,1,1,335,40,1,0,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
208,1,1,2,345,45,2,50,1,NA,0,NA,0,80,1,NA,0,NA,0,2,"maths","mech","engsci",1
209,0,1,2,385,30,1,NA,0,NA,0,NA,0,80,1,NA,0,NA,0,1,"maths","mech","engsci",1
210,1,1,3,365,35,1,NA,0,NA,0,NA,0,100,1,NA,0,NA,0,1,"maths","mech","engsci",1
211,1,1,1,345,45,1,NA,0,NA,0,NA,0,70,1,NA,0,NA,0,2,"maths","mech","engsci",1
212,1,1,3,280,45,2,45,1,35,1,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
213,1,1,2,355,25,1,NA,0,NA,0,NA,0,70,1,NA,0,NA,0,1,"maths","mech","engsci",1
214,1,1,2,395,35,1,45,1,NA,0,NA,0,85,1,NA,0,NA,0,1,"maths","mech","engsci",1
215,1,1,3,385,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,60,1,1,"maths","mech","engsci",1
216,1,1,1,335,30,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
217,1,1,2,375,60,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
218,1,1,2,345,35,1,45,1,NA,0,NA,0,90,1,NA,0,NA,0,2,"maths","mech","engsci",1
219,1,1,1,330,50,1,NA,0,NA,0,NA,0,NA,0,NA,0,60,1,2,"maths","mech","engsci",1
220,1,1,3,375,40,1,NA,0,NA,0,NA,0,85,1,45,1,75,1,1,"maths","mech","engsci",1
221,1,1,2,335,55,2,65,1,70,1,NA,0,NA,0,NA,0,80,1,1,"maths","mech","engsci",1
222,1,1,1,330,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,45,1,4,"maths","mech","engsci",1
223,1,1,3,330,25,1,0,1,NA,0,NA,0,NA,0,NA,0,75,1,1,"maths","mech","engsci",1
224,1,1,3,375,60,2,55,1,55,1,NA,0,NA,0,NA,0,70,1,1,"maths","mech","engsci",1
225,1,1,2,365,50,1,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
226,1,1,2,425,60,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
227,1,1,3,365,50,2,55,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
228,0,1,2,350,50,1,55,1,70,1,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
229,1,1,3,345,55,2,65,1,NA,0,NA,0,90,1,NA,0,50,1,1,"maths","mech","engsci",1
230,1,0,2,305,35,1,NA,0,NA,0,NA,0,75,1,NA,0,NA,0,1,"maths","mech","engsci",1
231,1,0,1,255,30,1,NA,0,NA,0,NA,0,NA,0,NA,0,5,1,4,"maths","mech","engsci",1
232,1,0,1,280,30,1,NA,0,NA,0,NA,0,70,1,NA,0,NA,0,2,"maths","mech","engsci",1
233,1,0,1,170,5,1,NA,0,NA,0,NA,0,50,1,NA,0,NA,0,3,"maths","mech","engsci",1
234,1,0,2,180,10,1,NA,0,NA,0,NA,0,NA,0,NA,0,20,1,3,"maths","mech","engsci",1
235,1,0,2,150,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
236,1,0,1,150,15,1,NA,0,35,1,NA,0,NA,0,NA,0,NA,0,2,"maths","mech","engsci",1
237,1,0,1,300,35,1,35,1,NA,0,NA,0,80,1,NA,0,NA,0,1,"maths","mech","engsci",1
238,1,0,1,205,5,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","mech","engsci",1
239,1,0,2,270,5,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
240,1,0,3,245,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
241,1,0,3,280,5,1,NA,0,NA,0,NA,0,65,1,60,1,NA,0,1,"maths","mech","engsci",1
242,1,0,2,215,25,1,NA,0,NA,0,NA,0,65,1,NA,0,NA,0,1,"maths","mech","engsci",1
243,1,0,1,245,10,1,10,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
244,1,0,2,215,5,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
245,1,0,2,250,30,1,NA,0,45,1,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
246,1,0,3,200,5,1,NA,0,NA,0,NA,0,NA,0,10,1,NA,0,1,"maths","mech","engsci",1
247,1,0,3,225,20,1,NA,0,NA,0,NA,0,70,1,NA,0,50,1,2,"maths","mech","engsci",1
248,1,0,1,250,20,1,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","mech","engsci",1
249,1,0,1,305,20,1,NA,0,NA,0,NA,0,80,1,NA,0,NA,0,3,"maths","mech","engsci",1
250,1,0,1,280,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","mech","engsci",1
251,1,0,2,180,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","mech","engsci",1
252,1,0,2,380,50,2,45,1,NA,0,NA,0,80,1,NA,0,65,1,1,"maths","mech","engsci",1
253,1,0,2,165,5,1,NA,0,NA,0,NA,0,60,1,NA,0,NA,0,3,"maths","mech","engsci",1
254,1,0,3,180,15,1,10,1,NA,0,NA,0,NA,0,NA,0,25,1,3,"maths","mech","engsci",1
255,1,0,1,190,5,1,35,1,NA,0,NA,0,NA,0,NA,0,20,1,4,"maths","mech","engsci",1
256,1,0,2,210,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
257,1,1,1,270,45,1,0,1,NA,0,NA,0,NA,0,NA,0,60,1,3,"maths","mech","engsci",1
258,1,1,2,350,60,1,55,1,NA,0,NA,0,NA,0,NA,0,75,1,1,"maths","mech","engsci",1
259,1,1,1,330,20,1,35,1,NA,0,NA,0,75,1,NA,0,NA,0,1,"maths","mech","engsci",1
260,1,1,2,290,40,1,40,1,NA,0,NA,0,NA,0,NA,0,70,1,1,"maths","mech","engsci",1
261,1,1,1,325,30,1,NA,0,NA,0,NA,0,75,1,NA,0,NA,0,4,"maths","mech","engsci",1
262,0,1,2,315,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","mech","engsci",1
263,1,1,2,200,40,1,25,1,NA,0,NA,0,NA,0,NA,0,30,1,1,"maths","mech","engsci",1
264,1,1,3,220,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
265,0,1,1,215,30,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","mech","engsci",1
266,1,1,3,275,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
267,1,1,3,195,10,1,NA,0,NA,0,NA,0,NA,0,NA,0,60,1,2,"maths","mech","engsci",1
268,1,1,3,355,45,1,NA,0,NA,0,NA,0,85,1,NA,0,80,1,1,"maths","mech","engsci",1
269,1,1,2,270,50,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"maths","mech","engsci",1
270,1,1,3,270,35,1,30,1,NA,0,NA,0,NA,0,NA,0,65,1,4,"maths","mech","engsci",1
271,1,1,1,280,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,40,1,2,"maths","mech","engsci",1
272,1,1,1,305,25,1,NA,0,NA,0,NA,0,80,1,NA,0,NA,0,2,"maths","mech","engsci",1
273,1,1,2,130,45,1,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",1
274,1,0,2,215,10,1,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","autoeng","engsci",1
275,1,0,1,240,50,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","autoeng","engsci",1
276,1,0,2,230,5,1,NA,0,NA,0,NA,0,75,1,NA,0,NA,0,1,"maths","autoeng","engsci",1
277,1,0,2,360,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
278,1,0,1,305,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
279,1,0,2,210,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","autoeng","engsci",1
280,1,0,1,260,25,1,35,1,NA,0,NA,0,80,1,NA,0,NA,0,2,"maths","autoeng","engsci",1
281,1,0,1,265,50,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
282,1,0,1,205,5,1,NA,0,NA,0,NA,0,55,1,NA,0,NA,0,1,"maths","autoeng","engsci",1
283,1,0,3,285,30,1,30,1,NA,0,NA,0,80,1,NA,0,60,1,2,"maths","autoeng","engsci",1
284,1,0,2,265,20,1,NA,0,NA,0,NA,0,70,1,NA,0,NA,0,2,"maths","autoeng","engsci",1
285,1,0,2,255,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
286,1,0,2,85,10,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
287,1,0,3,225,30,1,NA,0,NA,0,NA,0,65,1,NA,0,40,1,1,"maths","autoeng","engsci",1
288,1,0,1,240,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
289,1,0,1,250,30,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","autoeng","engsci",1
290,0,0,1,335,5,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"maths","autoeng","engsci",1
291,1,0,2,240,50,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","autoeng","engsci",1
292,1,0,1,240,10,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
293,1,1,2,260,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
294,1,1,3,240,15,1,0,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
295,1,1,2,295,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,75,1,1,"maths","autoeng","engsci",1
296,1,1,3,240,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
297,1,1,2,215,50,1,NA,0,NA,0,NA,0,NA,0,NA,0,70,1,1,"maths","autoeng","engsci",1
298,1,1,2,255,10,1,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","autoeng","engsci",1
299,1,1,3,230,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"maths","autoeng","engsci",1
300,1,1,2,245,20,1,NA,0,NA,0,NA,0,80,1,NA,0,NA,0,1,"maths","autoeng","engsci",1
301,0,1,2,275,40,1,NA,0,55,1,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
302,1,1,1,255,25,1,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","autoeng","engsci",1
303,1,1,2,310,10,1,35,1,NA,0,NA,0,90,1,NA,0,NA,0,1,"maths","autoeng","engsci",1
304,1,1,3,240,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,45,1,1,"maths","autoeng","engsci",1
305,1,1,2,290,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,60,1,2,"maths","autoeng","engsci",1
306,1,1,3,325,25,1,45,1,NA,0,NA,0,70,1,NA,0,70,1,1,"maths","autoeng","engsci",1
307,1,1,2,285,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
308,1,1,1,280,60,1,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
309,1,1,1,255,30,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
310,1,1,1,215,5,1,NA,0,NA,0,NA,0,70,1,NA,0,35,1,1,"maths","autoeng","engsci",1
311,1,1,3,305,10,1,NA,0,NA,0,NA,0,65,1,NA,0,30,1,3,"maths","autoeng","engsci",1
312,1,1,1,250,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"maths","autoeng","engsci",1
313,1,1,2,265,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","autoeng","engsci",1
314,0,1,2,305,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
315,1,1,3,360,40,1,NA,0,NA,0,NA,0,NA,0,45,1,NA,0,1,"maths","autoeng","engsci",1
316,1,1,2,365,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","autoeng","engsci",1
317,1,1,3,270,30,1,35,1,NA,0,NA,0,NA,0,NA,0,55,1,1,"maths","autoeng","engsci",1
318,1,1,2,260,20,1,30,1,NA,0,NA,0,35,1,NA,0,55,1,1,"maths","autoeng","engsci",1
319,1,0,2,185,50,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","elec","engsci",1
320,1,0,1,205,35,1,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
321,1,0,1,275,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","elec","engsci",1
322,1,0,1,230,35,1,NA,0,NA,0,NA,0,60,1,NA,0,NA,0,1,"maths","elec","engsci",1
323,1,0,2,465,50,1,NA,0,30,1,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
324,1,0,2,250,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","elec","engsci",1
325,1,0,3,235,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
326,0,0,1,155,50,2,0,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
327,1,0,1,305,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
328,1,0,2,270,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,40,1,1,"maths","elec","engsci",1
329,1,0,2,200,50,1,30,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
330,1,0,2,280,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","elec","engsci",1
331,1,0,1,170,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","elec","engsci",1
332,1,0,3,415,55,2,NA,0,65,1,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
333,1,0,3,495,60,1,NA,0,100,1,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
334,1,0,2,335,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
335,1,0,2,390,60,1,65,1,60,1,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
336,1,1,2,345,60,2,55,1,NA,0,NA,0,NA,0,NA,0,70,1,1,"maths","elec","engsci",1
337,1,1,1,240,35,1,NA,0,40,1,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
338,1,1,2,355,65,2,NA,0,NA,0,NA,0,70,1,40,1,60,1,1,"maths","elec","engsci",1
339,1,1,2,320,55,2,35,1,NA,0,NA,0,70,1,NA,0,60,1,1,"maths","elec","engsci",1
340,1,1,1,295,60,2,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
341,0,1,3,410,55,2,60,1,60,1,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
342,0,1,2,360,45,1,25,1,NA,0,NA,0,80,1,NA,0,NA,0,1,"maths","elec","engsci",1
343,1,1,2,345,50,2,55,1,NA,0,NA,0,NA,0,NA,0,65,1,1,"maths","elec","engsci",1
344,1,1,3,325,60,1,50,1,NA,0,NA,0,NA,0,NA,0,30,1,3,"maths","elec","engsci",1
345,1,1,1,215,10,1,NA,0,NA,0,NA,0,45,1,NA,0,NA,0,1,"maths","elec","engsci",1
346,1,1,3,285,35,1,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
347,1,1,2,265,55,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
348,1,0,1,140,5,1,20,1,NA,0,NA,0,70,1,NA,0,NA,0,3,"autoCAD","elec","engsci",1
349,1,0,1,185,30,1,0,1,NA,0,NA,0,NA,0,NA,0,30,1,4,"autoCAD","elec","engsci",1
350,1,0,1,190,10,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"autoCAD","elec","engsci",1
351,1,0,1,215,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,45,1,3,"autoCAD","elec","engsci",1
352,1,0,3,190,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"autoCAD","elec","engsci",1
353,1,0,2,245,20,1,25,1,NA,0,NA,0,75,1,NA,0,NA,0,4,"autoCAD","elec","engsci",1
354,1,0,2,135,5,1,NA,0,NA,0,NA,0,NA,0,NA,0,50,1,2,"autoCAD","elec","engsci",1
355,1,0,1,255,15,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"autoCAD","elec","engsci",1
356,1,0,2,220,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,20,1,2,"autoCAD","elec","engsci",1
357,1,0,2,160,5,1,5,1,NA,0,NA,0,70,1,NA,0,NA,0,4,"autoCAD","elec","engsci",1
358,1,0,2,260,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,35,1,1,"autoCAD","elec","engsci",1
359,1,0,2,230,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"autoCAD","elec","engsci",1
360,1,0,3,205,15,1,NA,0,NA,0,NA,0,30,1,NA,0,NA,0,2,"autoCAD","elec","engsci",1
361,1,0,1,190,10,1,NA,0,NA,0,NA,0,70,1,NA,0,NA,0,4,"autoCAD","elec","engsci",1
362,1,0,2,225,5,1,NA,0,NA,0,NA,0,55,1,NA,0,NA,0,4,"autoCAD","elec","engsci",1
363,1,0,3,130,45,1,NA,0,15,1,NA,0,NA,0,NA,0,NA,0,4,"autoCAD","elec","engsci",1
364,1,0,1,230,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"autoCAD","elec","engsci",1
365,1,0,1,245,15,1,30,1,NA,0,NA,0,NA,0,NA,0,NA,0,3,"autoCAD","elec","engsci",1
366,1,0,1,275,35,1,NA,0,20,1,NA,0,55,1,NA,0,NA,0,1,"autoCAD","elec","engsci",1
367,1,0,2,105,20,1,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,4,"autoCAD","elec","engsci",1
368,1,1,2,180,10,1,NA,0,NA,0,NA,0,75,1,NA,0,NA,0,1,"autoCAD","elec","engsci",1
369,1,1,2,175,5,1,NA,0,NA,0,NA,0,65,1,NA,0,NA,0,1,"autoCAD","elec","engsci",1
370,1,1,1,155,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"autoCAD","elec","engsci",1
371,1,1,3,355,45,1,NA,0,NA,0,NA,0,NA,0,50,1,85,1,1,"autoCAD","elec","engsci",1
372,1,1,1,250,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"autoCAD","elec","engsci",1
373,1,1,1,145,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"autoCAD","elec","engsci",1
374,0,1,2,195,10,1,NA,0,NA,0,NA,0,70,1,NA,0,NA,0,4,"autoCAD","elec","engsci",1
375,1,1,2,250,50,1,0,1,NA,0,NA,0,NA,0,NA,0,NA,0,2,"autoCAD","elec","engsci",1
376,1,1,1,265,45,1,NA,0,NA,0,NA,0,80,1,10,1,40,1,3,"autoCAD","elec","engsci",1
377,1,1,2,140,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"autoCAD","elec","engsci",1
378,1,1,3,225,20,1,NA,0,NA,0,NA,0,NA,0,NA,0,45,1,1,"autoCAD","elec","engsci",1
379,1,1,2,155,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,45,1,4,"autoCAD","elec","engsci",1
380,1,1,1,205,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"autoCAD","elec","engsci",1
381,1,1,2,270,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"autoCAD","elec","engsci",1
382,1,1,1,235,25,1,NA,0,40,1,NA,0,NA,0,NA,0,NA,0,2,"autoCAD","elec","engsci",1
383,0,1,1,155,5,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"autoCAD","elec","engsci",1
384,1,1,3,330,30,1,40,1,NA,0,NA,0,NA,0,NA,0,35,1,3,"autoCAD","elec","engsci",1
385,1,1,3,255,30,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"autoCAD","elec","engsci",1
386,1,1,3,215,65,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"autoCAD","elec","engsci",1
387,1,1,1,240,45,1,10,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"autoCAD","elec","engsci",1
388,1,1,2,250,35,1,40,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"autoCAD","elec","engsci",1
389,1,1,1,355,60,1,75,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"autoCAD","elec","engsci",1
390,0,1,1,130,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"autoCAD","elec","engsci",1
391,1,1,2,315,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"autoCAD","elec","engsci",1
392,1,1,2,190,10,1,NA,0,NA,0,NA,0,55,1,NA,0,NA,0,2,"autoCAD","elec","engsci",1
393,1,1,2,215,20,1,30,1,NA,0,NA,0,NA,0,NA,0,30,1,1,"autoCAD","elec","engsci",1
394,1,0,3,410,50,1,80,1,NA,0,NA,0,80,1,NA,0,NA,0,1,"maths","elec","engsci",1
395,1,0,1,300,60,1,0,1,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","elec","engsci",1
396,1,0,2,350,45,2,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
397,1,0,1,305,60,1,NA,0,NA,0,NA,0,NA,0,NA,0,60,1,2,"maths","elec","engsci",1
398,1,0,1,335,60,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
399,1,0,1,315,45,1,NA,0,75,1,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
400,1,0,2,255,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","elec","engsci",1
401,1,0,3,295,45,2,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","elec","engsci",1
402,1,0,1,345,50,2,25,1,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","elec","engsci",1
